Incident_ID;Age;Gender;Race;School_Affiliation;Shooter_Outcome;Shooter_Died;Injury
20200114TXPOM;17;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20200114TXBEH;16;Male;;Student;Fled/Apprehended;No;None
20200111TXELD;15;Male;Black;Unknown;Surrendered;No;None
20200110MSMCJ;13;Male;;Student;Unknown;No;None
20200108FLGLB;;;;Unknown;Surrendered;No;Wounded
20200107WASOK;16;Male;;Student;Fled/Apprehended;No;None
20200107WASOK;16;Male;;Student;Fled/Apprehended;No;None
20191228MOMAS;17;Male;Black;No Relation;Fled/Apprehended;No;None
20191221LAWES;34;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20191219FLLEN;50;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20191216CTCAN;Adult;Male;;No Relation;Fled/Escaped;No;None
20191213VAMAN;17;Male;;Student;Surrendered;No;Wounded
20191211KSCHT;;;;Unknown;Fled/Apprehended;No;None
20191211INEVE;;;;Unknown;Fled/Escaped;No;None
20191210NJSAJ;47;Male;White;No Relation;Unknown;No;None
20191210NJSAJ;50;Female;White;No Relation;Unknown;No;None
20191210KSJCK;;;;Unknown;Fled/Escaped;No;None
20191210ALDED;22;Male;White;Intimate Relationship;Fled/Apprehended;No;None
20191204NMPIL;Adult;Male;Hispanic;Police Officer/SRO;Law Enforcement;No;None
20191203WITHM;13;Male;;Student;Fled/Apprehended;No;None
20191203WIOSO;Adult;Male;;Police Officer/SRO;Law Enforcement;No;Wounded
20191202WIWAW;17;Male;;Student;Apprehended/Killed by SRO;No;Wounded
20191201ALMOM;31;Male;White;No Relation;Fled/Apprehended;No;None
20191126WASAV;38;Male;Black;Parent;Fled/Apprehended;Yes;Suicide
20191125ILCAC;;Male;;No Relation;Fled/Escaped;No;None
20191124CASEU;18;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20191124CASEU;17;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20191124CASEU;20;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20191121ILRIO;19;Male;Black;Student;Fled/Apprehended;No;None
20191115NJPLP;31;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20191115NJPLP;28;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20191114CASAS;16;Male;Asian;Student;Suicide;Yes;Suicide
20191113CAESL;Adult;;N/A;Police Officer/SRO;Law Enforcement;No;None
20191111MDACB;;Male;;Unknown;Fled/Escaped;No;None
20191108TXROD;;Male;;Unknown;Fled/Escaped;No;None
20191108CAEDS;;;;Unknown;Fled/Escaped;No;None
20191029NYNEN;;Male;Black;Student;Fled/Escaped;No;None
20191027MDLAL;34;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20191022NJBRB;17;Male;Black;Student;Fled/Apprehended;No;None
20191022CARIS;17;Male;Black;Student;Fled/Apprehended;No;None
20191018OHWOT;;;;Unknown;Fled/Escaped;No;None
20191018GACRS;19;;;Unknown;Fled/Escaped;No;None
20191015LAGEN;;Male;;Unknown;Fled/Escaped;No;None
20191011LARAR;15;Male;;Unknown;Fled/Apprehended;No;None
20191009MAGRL;;Male;Asian;Unknown;Fled/Apprehended;No;None
20191009MAGRL;;Male;Asian;Unknown;Fled/Apprehended;No;None
20191008TXWEH;;;;Student;Unknown;No;None
20191008COSHS;16;Male;;Rival School Student;Fled/Apprehended;No;None
20191002GASOA;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Subdued by Students/Staff/Other;No;None
20190927NCZEC;;;;Unknown;Fled/Escaped;No;None
20190927CADER;17;Male;;Student;Fled/Apprehended;No;None
20190927CADER;Teen;Male;;Student;Fled/Apprehended;No;None
20190920PASIP;;Male;;Unknown;Fled/Escaped;No;None
20190918MNFOC;28;Male;;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by Other;No;None
20190916VAPHH;;Male;;No Relation;Fled/Apprehended;No;None
20190916ILILK;;Male;;No Relation;Fled/Escaped;No;None
20190914TXEAF;Adult;Male;;Relative;Fled/Escaped;No;None
20190913VAETN;;;;Unknown;Fled/Escaped;No;None
20190913UTGRW;;Male;;No Relation;Fled/Apprehended;No;None
20190912KSMAM;Adult;Male;;No Relation;Fled/Escaped;No;None
20190910SCSOA;Teen;Male;Black;Unknown;Fled/Escaped;No;None
20190906PAWEM;;;;Unknown;Fled/Escaped;No;None
20190906PAMCJ;40;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20190906ALCEC;;;;Unknown;Fled/Escaped;No;None
20190902MDNOB;;;;No Relation;Fled/Escaped;No;None
20190830OHCET;;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20190830NCKIK;17;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20190830ALLAM;17;Male;Black;Student;Fled/Apprehended;No;None
20190827NYROR;Adult;Male;;Unknown;Fled/Escaped;No;None
20190827CAHOL;;;;Unknown;Fled/Escaped;No;None
20190824PAWIP;;Male;;No Relation;Fled/Escaped;No;None
20190823MOROS;;;;Unknown;Fled/Escaped;No;None
20190823MOPAS;;Male;;Unknown;Fled/Escaped;No;None
20190823GAPEC;15;Male;;Unknown;Unknown;No;None
20190820PASAC;Adult;Male;;Parent;Surrendered;No;Wounded
20190817GALAA;15;Male;;Student;Fled/Apprehended;No;None
20190815TNEAN;15;Male;;Rival School Student;Fled/Apprehended;No;None
20190809NJWEN;16;Male;;No Relation;Fled/Apprehended;No;None
20190808ALBLM;38;Male;;Parent;Surrendered;No;None
20190719CAMOS;Teen;Male;;Unknown;Fled/Escaped;No;None
20190711CTBUH;23;Female;Hispanic;No Relation;Fled/Apprehended;No;None
20190702AKWIA;22;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20190701NYSCN;Adult;Male;;No Relation;Fled/Escaped;No;None
20190629COJAC;;Male;;No Relation;Fled/Escaped;No;None
20190621MICAF;;;;Unknown;Fled/Escaped;No;None
20190613NJTAW;46;Male;White;Unknown;Surrendered;No;None
20190612PAJEE;16;Male;;No Relation;Fled/Apprehended;No;None
20190612PAJEE;18;Female;;Intimate Relationship;Fled/Apprehended;No;None
20190612DCHEW;;;;No Relation;Fled/Escaped;No;None
20190610ILMEW;15;Male;;No Relation;Fled/Apprehended;No;None
20190610ILMEW;27;Male;;No Relation;Fled/Apprehended;No;None
20190606ILGEC;;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20190530DCHEW;;;;No Relation;Fled/Escaped;No;None
20190522OHSAC;13;Male;;No Relation;Fled/Apprehended;No;None
20190517ORPAP;18;Male;Hispanic;Student;Subdued by Students/Staff/Other;No;None
20190517FLTEJ;19;Male;Black;Unknown;Fled/Apprehended;No;None
20190508ILSEC;18;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20190507COSTH;18;Male;White;Student;Apprehended/Killed by LE;No;None
20190507COSTH;16;Transgender;White;Student;Apprehended/Killed by LE;No;None
20190430VACDW;16;Male;;Student;Apprehended/Killed by SRO;No;None
20190430FLWEW;Adult;;N/A;Police Officer/SRO;Law Enforcement;No;None
20190426GACRF;Adult;;;Parent;Fled/Escaped;No;None
20190425GAWYS;;;;Unknown;Fled/Escaped;No;None
20190424ARCOC;14;Male;;Student;Suicide;Yes;Suicide
20190417ILWAL;Teen;Male;;Student;Suicide;Yes;Suicide
20190410TXROH;;Male;;No Relation;Fled/Escaped;No;None
20190410TXROH;;Male;;No Relation;Fled/Escaped;No;None
20190407MAHOL;;;;Unknown;Fled/Escaped;No;None
20190405WISTM;59;Male;;Other Staff;Unknown;No;None
20190403FLSAJ;;;;No Relation;Fled/Escaped;No;None
20190403COAUA;30;Male;Other;Other Staff;Fled/Apprehended;No;None
20190401ARPRP;14;Male;;Student;Apprehended/Killed by SRO;No;None
20190327MSSVH;;;;Unknown;Fled/Escaped;No;None
20190327FLMAJ;;;;;Fled/Escaped;No;None
20190322ALBLB;74;Male;White;Teacher;Surrendered;No;Wounded
20190313FLLAO;17;Female;;Student;Suicide;Yes;Suicide
20190301KSHIM;26;Male;White;No Relation;Apprehended/Killed by LE;No;Wounded
20190226ALROM;Teen;Male;Black;Student;Fled/Apprehended;No;None
20190217COEAA;31;Male;Black;Other Staff;Surrendered;No;None
20190214NMVR;16;Male;;Student;Fled/Apprehended;No;None
20190212MOCEK;21;Female;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20190208MDFRB;25;Male;Black;No Relation;Apprehended/Killed by LE;No;None
20190205MNMIM;31;Male;;No Relation;Apprehended/Killed by LE;No;None
20190131TXATA;16;Male;;Student;Fled/Escaped;No;None
20190131TNMAM;;;;Unknown;Fled/Escaped;No;None
20190130GAMIL;16;Male;;No Relation;Fled/Escaped;No;None
20190127NVRER;35;Male;White;No Relation;Apprehended/Killed by LE;No;Wounded
20190125TNMAM;16;Male;Black;Unknown;Fled/Apprehended;No;None
20190125TNMAM;16;Male;Black;Unknown;Fled/Apprehended;No;None
20190125ALDAM;15;Male;;Student;Fled/Escaped;No;None
20190123LASOS;Adult;;;No Relation;Fled/Escaped;No;None
20190119KSLAO;;Male;;No Relation;Fled/Escaped;No;None
20190118NCSHD;;Male;;No Relation;Fled/Escaped;No;None
20190118MOHAS;;Male;;Unknown;Fled/Escaped;No;None
20190118ALCET;19;Male;Black;No Relation;Fled/Apprehended;No;None
20190111ORCAE;30;Male;;Parent;Apprehended/Killed by LE;No;None
20190107CACEB;;;;Unknown;Fled/Escaped;No;None
20181218DEAIG;;;;Unknown;Fled/Escaped;No;None
20181214MOWIK;Teen;Male;;Student;Fled/Escaped;No;None
20181213INDER;14;Male;;Former Student;Suicide;Yes;Suicide
20181211KYCAC;;;;No Relation;Fled/Escaped;No;None
20181210NYJEJ;17;Male;;Student;Suicide;Yes;Suicide
20181128PASTP;;;;Unknown;Fled/Escaped;No;None
20181124OHAFC;Adult;Male;;No Relation;Fled/Escaped;No;None
20181122WAMOD;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20181122TXSKD;Teen;Male;Black;Unknown;Fled/Escaped;No;None
20181121MIPEP;22;Male;;No Relation;Fled/Apprehended;No;None
20181120VASIP;29;Male;Black;Parent;Fled/Apprehended;No;None
20181112MDEAE;;Male;;Police Officer/SRO;Suicide;Yes;Suicide
20181109GAGAM;Teen;Male;;Student;Fled/Apprehended;No;None
20181108CACLS;29;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20181108CACLS;29;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20181105SCACC;12;Male;;Student;Apprehended/Killed by LE;No;None
20181104KYCRL;Adult;Male;;Unknown;Fled/Escaped;No;None
20181029NCBUM;16;Male;Black;Student;Surrendered;No;None
20181026FLSAO;16;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20181025MICOD;;;;Unknown;Fled/Escaped;No;None
20181023NHGOM;;Male;;Unknown;Fled/Escaped;No;None
20181022CTDUB;18;Male;Black;No Relation;Fled/Apprehended;No;None
20181020GASHS;18;Male;Black;No Relation;Fled/Apprehended;No;None
20181013TNMCN;;Male;Black;Unknown;Fled/Escaped;No;None
20181012MIBAB;;;;Unknown;Fled/Escaped;No;None
20181007VAVAH;;Male;;Unknown;Fled/Escaped;No;None
20181005VALAN;;Male;;Unknown;Fled/Escaped;No;None
20181005TNHAB;16;Male;;Unknown;Subdued by Students/Staff/Other;No;None
20181004ORJAP;Adult;Female;;Parent;Fled/Escaped;No;None
20181003AKDEA;26;Male;Black;Relative;Fled/Apprehended;No;None
20181002ARCHL;;;;Unknown;Fled/Escaped;No;None
20180928SDCHC;20;Male;;No Relation;Attempted Suicide;No;Wounded
20180927TXHEC;47;Male;;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by LE;No;None
20180926MDMAB;Teen;Male;;Student;Unknown;No;None
20180924PACEP;;Male;;Unknown;Fled/Escaped;No;None
20180924PACEP;;Male;;Unknown;Fled/Escaped;No;None
20180924NCLAC;;Male;;Unknown;Fled/Escaped;No;None
20180924GAAPB;Teen;Male;;Student;Suicide;Yes;Suicide
20180920CAPOP;Adult;Male;;Unknown;Suicide;Yes;Suicide
20180920CACHL;18;Male;;Unknown;Fled/Apprehended;No;None
20180920CACHL;20;Male;;Unknown;Fled/Apprehended;No;None
20180917ALBLH;7;Male;;Student;Unknown;No;None
20180914WAMAE;;;;Unknown;Fled/Escaped;No;None
20180914FLBOB;Teen;Male;;Student;Apprehended/Killed by LE;No;None
20180911NVCAL;16;Male;Black;Rival School Student;Fled/Escaped;No;None
20180910TNFAM;23;Male;;No Relation;Fled/Apprehended;No;None
20180910ILCHC;;Male;;Unknown;Fled/Escaped;No;None
20180909CAGIG;Adult;;;Police Officer/SRO;Law Enforcement;No;None
20180907IAHED;;;;Unknown;Fled/Escaped;No;None
20180905RIPRP;16;Male;Hispanic;Rival School Student;Fled/Apprehended;No;Wounded
20180903NYLUN;;Male;;Unknown;Fled/Escaped;No;None
20180831IANOE;12;Male;White;Student;Subdued by Students/Staff/Other;No;None
20180831CABAS;Teen;Male;;Student;Fled/Apprehended;No;None
20180830NCVIC;34;Male;Black;Intimate Relationship;Fled/Apprehended;No;None
20180830MIOTG;;Male;;Unknown;Fled/Escaped;No;None
20180829DETOD;53;Male;Black;Other Staff;Fled/Apprehended;No;None
20180828COCOD;14;Male;;Student;Fled/Apprehended;No;None
20180824ILMEC;;Male;;Unknown;Fled/Escaped;No;None
20180824FLRAJ;16;Male;;Unknown;Fled/Apprehended;No;None
20180823ALALM;;;;Unknown;Fled/Escaped;No;None
20180817FLPAW;;;;Unknown;Fled/Escaped;No;None
20180811TNANN;30;Male;Black;Parent;Fled/Apprehended;No;None
20180809NJLAM;;Male;;Unknown;Fled/Escaped;No;None
20180804MDEDE;;;;Unknown;Fled/Escaped;No;None
20180803IALIO;32;Male;White;No Relation;Fled/Apprehended;No;Wounded
20180803IALIO;23;Male;White;No Relation;Fled/Apprehended;No;None
20180803IALIO;Adult;Male;White;No Relation;Apprehended/Killed by LE;Yes;Fatal
20180719WAWEY;;;;Unknown;Fled/Escaped;No;None
20180717WVHUH;Adult;Male;;Unknown;Unknown;No;None
20180711OHMIM;Teen;;;Unknown;Fled/Apprehended;No;None
20180703KSSUO;32;Male;;Other Staff;Fled/Apprehended;No;None
20180701TNRAM;;;;Unknown;Fled/Escaped;No;None
20180625OHFUS;14;Male;Black;Unknown;Fled/Apprehended;No;None
20180625OHFUS;16;Male;Black;Unknown;Fled/Apprehended;No;None
20180624MTSEM;17;Male;White;Unknown;Fled/Apprehended;No;None
20180621TXSKD;;;;Unknown;Fled/Escaped;No;None
20180617ORGRP;;;;Unknown;Fled/Escaped;No;None
20180615OHVAB;17;Male;;No Relation;Fled/Apprehended;No;None
20180601TXMCM;Teen;Male;;Student;Suicide;Yes;Suicide
20180525INNON;13;Male;;Student;Subdued by Students/Staff/Other;No;None
20180521GABEG;Adult;;;No Relation;Fled/Escaped;No;None
20180518TXSAS;17;Male;White;Student;Surrendered;No;None
20180518GAMOA;;;;Unknown;Fled/Escaped;No;None
20180517MOCEK;21;Male;Black;Unknown;Fled/Apprehended;No;None
20180516ILDID;19;Male;White;Student;Apprehended/Killed by SRO;No;None
20180511CAHIP;14;Male;;Former Student;Fled/Apprehended;No;None
20180505MIFOF;Adult;Male;;Police Officer/SRO;Law Enforcement;No;None
20180503TNWAW;Teen;;;Student;Unknown;No;None
20180503SDENW;;;;Unknown;Fled/Apprehended;No;None
20180425NMHIA;Adult;Male;Hispanic;Parent;Apprehended/Killed by LE;No;None
20180423GABEA;;Male;Black;Intimate Relationship;Fled/Apprehended;No;None
20180420FLFOO;19;Male;White;Former Student;Surrendered;No;None
20180419MIJAJ;;;;No Relation;Fled/Escaped;No;None
20180412MORAR;;Male;;Unknown;Fled/Escaped;No;None
20180409NYGLG;16;Male;;Student;Fled/Apprehended;No;None
20180329KYJOE;51;Male;White;Parent;Apprehended/Killed by LE;Yes;Fatal
20180328MSEUE;21;Male;White;Former Student;Fled/Apprehended;No;None
20180320MDGRG;17;Male;White;Student;Suicide;Yes;Suicide
20180319VADOP;Adult;;;No Relation;Fled/Escaped;No;None
20180316MTBIM;Adult;Male;;Police Officer/SRO;Law Enforcement;No;None
20180313VAGEA;27;Male;Black;Police Officer/SRO;Surrendered;No;None
20180313CASES;Adult;Male;White;Police Officer/SRO;Surrendered;No;None
20180309KYFRL;Teen;Male;;Student;Unknown;No;Wounded
20180307ALHUB;17;Male;Black;Student;Fled/Apprehended;No;Wounded
20180305MOKIC;17;Male;;Student;Suicide;Yes;Suicide
20180228GADAD;53;Male;White;Teacher;Surrendered;No;None
20180226WAOAT;Teen;Male;;Student;Fled/Apprehended;No;None
20180220OHJAM;13;Male;;Student;Suicide;Yes;Suicide
20180215FLNOC;Adult;;;Police Officer/SRO;Law Enforcement;No;Wounded
20180214FLMAP;19;Male;White;Former Student;Fled/Apprehended;No;None
20180209TNPEN;14;Male;Black;Student;Fled/Apprehended;No;None
20180208NYTHN;17;Male;;Student;Apprehended/Killed by LE;No;None
20180205MNHAM;Child;;;Student;Unknown;No;None
20180205MDOXO;18;Multiple;Black;Intimate Relationship;Fled/Apprehended;No;None
20180205MDOXO;17;Multiple;Black;Intimate Relationship;Fled/Apprehended;No;None
20180201CASAL;12;Female;;Student;Unknown;No;None
20180131PALIP;;;;Unknown;Fled/Escaped;No;None
20180131PALIP;;;;Unknown;Fled/Escaped;No;None
20180131PALIP;;;;Unknown;Fled/Escaped;No;None
20180126MIDED;Teen;Male;;Rival School Student;Fled/Escaped;No;None
20180125ALMUM;16;Male;Black;Student;Apprehended/Killed by LE;No;None
20180123KYMAB;15;Male;White;Student;Surrendered;No;None
20180122TXITI;16;Male;White;Student;Fled/Apprehended;No;None
20180122LANEN;;Male;;Unknown;Fled/Escaped;No;None
20180116VTMOM;32;Male;White;No Relation;Apprehended/Killed by LE;Yes;Fatal
20180109AZCOS;14;Male;;Student;Suicide;Yes;Suicide
20180105IAFOF;33;Male;White;No Relation;Fled/Apprehended;No;None
20180104WANES;;;;Unknown;Fled/Escaped;No;None
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
